raw_name,canonical_name,uai,institution_type,needs_review,note,source_columns
Universite de Paris,Universite de Paris,,UNIV,False,,participants_nontutelle;universities_at_start
Aix-Marseille Université,Université Aix-Marseille,0134009M,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Aix-Marseille'",tutelles_raw_v2
Aix-Marseille université,Université Aix-Marseille,0134009M,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Aix-Marseille'",universities_at_start
Université Aix-Marseille,Université Aix-Marseille,0134009M,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Aix-Marseille'",participants_nontutelle;universities_at_start
Université Angers,Université Angers,0490970N,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Angers'",universities_at_start
Université d'Angers,Université Angers,0490970N,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Angers'",universities_at_start
Université Blaise Pascal,Université Blaise Pascal,0631525R,UNIV,False,,universities_at_start
Université Bordeaux Montaigne,Université Bordeaux Montaigne,0331766R,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Bordeaux Montaigne'",universities_at_start
Université Bordeaux-Montaigne,Université Bordeaux Montaigne,0331766R,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Bordeaux Montaigne'",universities_at_start
Université Bourgogne - Franche-Comté,Université Bourgogne - Franche-Comté,0251985X,AUT_ETAB,False,,other_etab_tutelles
Université Bretagne Sud,Université Bretagne Sud,0561718N,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Bretagne Sud'",participants_nontutelle;universities_at_start
Université de Bretagne-Sud,Université Bretagne Sud,0561718N,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Bretagne Sud'",participants_nontutelle;universities_at_start
Université Catholique de l'Ouest,Université Catholique de l'Ouest,0490811R,AUT_ETAB,False,,other_etab_tutelles
Université Claude Bernard - Lyon 1,Université Claude Bernard Lyon 1,0691774D,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Claude Bernard Lyon 1'",universities_at_start
Université Claude Bernard Lyon 1,Université Claude Bernard Lyon 1,0691774D,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Claude Bernard Lyon 1'",tutelles_raw_v2;universities_at_start
Université Clermont Auvergne  (EPE),Université Clermont Auvergne  (EPE),0632084Y,UNIV,False,,universities_at_start
Université Côte d'Azur,Université Côte d'Azur,0062205P,UNIV,False,,tutelles_raw_v2;universities_at_start
Université Fédérale de Toulouse Midi-Pyrénées,Université Fédérale de Toulouse Midi-Pyrénées,,UNIV,False,,tutelles_raw_v2
Université Grenoble Alpes,Université Grenoble Alpes,0383546Y,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Grenoble Alpes'",participants_nontutelle;tutelles_raw_v2;universities_at_start
Université de Grenoble Alpes,Université Grenoble Alpes,0383546Y,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Grenoble Alpes'",universities_at_start
Université Gustave Eiffel,Université Gustave Eiffel,0772894C,UNIV,False,,universities_at_start
Université Haute Alsace Mulhouse,Université Haute Alsace Mulhouse,0681166Y,UNIV,False,,participants_nontutelle;universities_at_start
Université Jean Monnet,Université Jean Monnet,,UNIV,False,,tutelles_raw_v2
Université Jean Monnet EPE,Université Jean Monnet EPE,0422388T,UNIV,False,"protected: 'Université Jean Monnet EPE' / 'Université Jean Monnet Saint-Étienne' is a documented dated rename/merger event in staged/university_merger_crosswalk.csv (added by the S9a fix cycle's crosswalk-coverage fix) -- NOT merged, start-date semantics preserved (S9c fix G corrected a stale 'no matching crosswalk row' note here)",participants_nontutelle;universities_at_start
Université Jean Monnet Saint-Étienne,Université Jean Monnet Saint-Étienne,0421095M,UNIV,False,"protected: 'Université Jean Monnet Saint-Étienne' / 'Université Jean Monnet EPE' is a documented dated rename/merger event in staged/university_merger_crosswalk.csv (added by the S9a fix cycle's crosswalk-coverage fix) -- NOT merged, start-date semantics preserved (S9c fix G corrected a stale 'no matching crosswalk row' note here)",participants_nontutelle;universities_at_start
Université Jean Moulin - Lyon 3,Université Jean Moulin Lyon 3,0692437Z,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Jean Moulin Lyon 3'",universities_at_start
Université Jean Moulin Lyon 3,Université Jean Moulin Lyon 3,0692437Z,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Jean Moulin Lyon 3'",universities_at_start
Université La Rochelle,Université La Rochelle,0171463Y,UNIV,False,,universities_at_start
Université La Réunion,Université La Réunion,9740478B,UNIV,False,,participants_nontutelle
Université Le Havre,Université Le Havre,0762762P,UNIV,False,,universities_at_start
Université Lille 1 - Sciences technologies,Université Lille 1 - Sciences technologies,0593559Y,UNIV,False,,universities_at_start
Université Lille 2 - Droit et Santé,Université Lille 2 - Droit et Santé,0593560Z,UNIV,False,,universities_at_start
Université Limoges,Université Limoges,0870669E,UNIV,False,,universities_at_start
Université Littoral-Côte d'Opale,Université Littoral-Côte d'Opale,0595964M,UNIV,False,,universities_at_start
Université Lumière - Lyon 2,Université Lumière Lyon 2,0691775E,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Lumière Lyon 2'",universities_at_start
Université Lumière Lyon 2,Université Lumière Lyon 2,0691775E,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Lumière Lyon 2'",universities_at_start
Université Marie et Louis Pasteur,Université Marie et Louis Pasteur,0252044L,UNIV,False,,universities_at_start
Université Montpellier 3 - Paul-Valéry,Université Montpellier 3 - Paul-Valéry,0341089Z,UNIV,False,,universities_at_start
Université Nice - Sophia-Antipolis,Université Nice - Sophia-Antipolis,0060931E,UNIV,False,,universities_at_start
Université Orléans,Université Orléans,0450855K,UNIV,False,,participants_nontutelle;universities_at_start
Université Panthéon-Assas,Université Panthéon-Assas,0751718K,UNIV,False,,universities_at_start
Université Panthéon-Assas Paris 2,Université Panthéon-Assas,0751718K,UNIV,False,manual override (S9b fix cycle): RNSR's own active-snapshot record for this structure lists its one tutelle twice under two spellings; mapped to the crosswalk's predecessor spelling 'Université Panthéon-Assas' -- see PHASE_C_REPORT.md 'S9b fix cycle' section for the CERSA/Montpellier detail,universities_at_start
Université Panthéon-Sorbonne Paris 1,Université Panthéon-Sorbonne Paris 1,0751717J,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Panthéon-Sorbonne Paris 1'",universities_at_start
Université Paris 1 - Panthéon Sorbonne,Université Panthéon-Sorbonne Paris 1,0751717J,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Panthéon-Sorbonne Paris 1'",universities_at_start
Université Paris 1 Panthéon-Sorbonne,Université Panthéon-Sorbonne Paris 1,0751717J,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Panthéon-Sorbonne Paris 1'",tutelles_raw_v2
Université Paris 13 - Paris Nord,Université Paris 13 - Paris Nord,0931238R,UNIV,False,"protected: this UAI group's canons reduce to a single normalize_key that is itself crosswalk-protected (a genuine dated rename/merger, not a formatting variant) -- left UNMERGED, unlike the other UAI collisions this run found (S9c fix cycle, finding G).",participants_nontutelle;universities_at_start
Université Paris Cité,Université Paris Cité,0755976N,UNIV,False,,participants_nontutelle;tutelles_raw_v2;universities_at_start
Université Paris Dauphine,Université Paris Dauphine,0750736T,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Paris Dauphine'",participants_nontutelle;universities_at_start
Université Paris-Dauphine,Université Paris Dauphine,0750736T,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Paris Dauphine'",other_etab_tutelles;participants_nontutelle
Université Paris Dauphine-PSL,Université Paris Dauphine-PSL,,UNIV,False,,tutelles_raw_v2
Université Paris Descartes,Université Paris Descartes,0751721N,UNIV,False,,universities_at_start
Université Paris Diderot,Université Paris Diderot,0751723R,UNIV,False,,participants_nontutelle;universities_at_start
Université Paris Nanterre,Université Paris Nanterre,0921204J,UNIV,False,,universities_at_start
Université Paris Nord Paris 13,Université Paris Nord Paris 13,0931238R,UNIV,False,"protected: this UAI group's canons reduce to a single normalize_key that is itself crosswalk-protected (a genuine dated rename/merger, not a formatting variant) -- left UNMERGED, unlike the other UAI collisions this run found (S9c fix cycle, finding G).",participants_nontutelle;universities_at_start
Université Paris est Créteil Val de Marne,Université Paris est Créteil Val de Marne,0941111X,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Paris est Créteil Val de Marne'",universities_at_start
Université Paris-Est Créteil Val-de-Marne,Université Paris est Créteil Val de Marne,0941111X,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Paris est Créteil Val de Marne'",universities_at_start
Université Paris Sciences et Lettres,Université Paris sciences et lettres,0756036D,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Paris sciences et lettres'",tutelles_raw_v2
Université Paris sciences et lettres,Université Paris sciences et lettres,0756036D,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Paris sciences et lettres'",participants_nontutelle;universities_at_start
Université Paris-Est Marne-la-Vallée,Université Paris-Est Marne-la-Vallée,0772502B,UNIV,False,,universities_at_start
Université Paris-Panthéon-Assas,Université Paris-Panthéon-Assas,0756305W,UNIV,False,,universities_at_start
Université Paris-Saclay,Université Paris-Saclay,0912408Y,UNIV,False,,participants_nontutelle;tutelles_raw_v2;universities_at_start
Université Paris-Sud,Université Paris-Sud,0911101C,UNIV,False,,participants_nontutelle;tutelles_raw_v2;universities_at_start
Université Pau et Pays de l'Adour,Université Pau et Pays de l'Adour,0640251A,UNIV,False,,universities_at_start
Université Paul-Valéry Montpellier,Université Paul-Valéry Montpellier,,UNIV,False,,tutelles_raw_v2
Université Perpignan via Domitia,Université Perpignan via Domitia,0660437S,UNIV,False,,universities_at_start
Université Picardie Jules-Verne Amiens,Université Picardie Jules-Verne Amiens,0801344B,UNIV,False,,universities_at_start
Université Pierre et Marie Curie,Université Pierre et Marie Curie,0751722P,UNIV,False,,participants_nontutelle;universities_at_start
Université Polytechnique Hauts de France,Université Polytechnique Hauts de France,0597132G,UNIV,False,,universities_at_start
Université Reims Champagne-Ardenne,Université Reims Champagne-Ardenne,0511296G,UNIV,False,,universities_at_start
Université Rennes 2,Université Rennes 2,0350937D,UNIV,False,,participants_nontutelle;universities_at_start
Université Rouen,Université Rouen,0761904G,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Rouen'",universities_at_start
Université de Rouen,Université Rouen,0761904G,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Rouen'",universities_at_start
Université Savoie Chambéry,Université Savoie Chambéry,0730858L,UNIV,False,,universities_at_start
Université de Savoie,Université Savoie Chambéry,0730858L,UNIV,False,"uai_merged: RNSR UAI 0730858L shared with 'Université Savoie Chambéry' -- same legal entity, active-vs-historical/formatting spelling variant only; verified not a crosswalk-protected dated identity split (S9a fix cycle finding 3)",universities_at_start
Université Sorbonne Nouvelle Paris 3,Université Sorbonne Nouvelle Paris 3,0751719L,UNIV,False,,participants_nontutelle;universities_at_start
Université Sorbonne Paris Nord,Université Sorbonne Paris Nord,,UNIV,False,,tutelles_raw_v2
Université Strasbourg,Université Strasbourg,0673021V,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Strasbourg'",participants_nontutelle;universities_at_start
Université de Strasbourg,Université Strasbourg,0673021V,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Strasbourg'",participants_nontutelle;tutelles_raw_v2;universities_at_start
Université Toulouse - Jean Jaurès,Université Toulouse - Jean Jaurès,0311383K,UNIV,False,,participants_nontutelle;universities_at_start
Université Toulouse 1 - Capitole,Université Toulouse 1 - Capitole,0311382J,UNIV,False,"protected: 'Université Toulouse 1 - Capitole' / 'Université Toulouse Capitole EPE' is a documented dated rename/merger event in staged/university_merger_crosswalk.csv (added by the S9a fix cycle's crosswalk-coverage fix) -- NOT merged, start-date semantics preserved (S9c fix G corrected a stale 'no matching crosswalk row' note here)",participants_nontutelle;universities_at_start
Université Toulouse Capitole EPE,Université Toulouse Capitole EPE,0313124C,UNIV,False,"protected: 'Université Toulouse Capitole EPE' / 'Université Toulouse 1 - Capitole' is a documented dated rename/merger event in staged/university_merger_crosswalk.csv (added by the S9a fix cycle's crosswalk-coverage fix) -- NOT merged, start-date semantics preserved (S9c fix G corrected a stale 'no matching crosswalk row' note here)",universities_at_start
Université Toulouse III - Paul Sabatier,Université Toulouse III - Paul Sabatier,,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Toulouse III - Paul Sabatier'",tutelles_raw_v2
Université de Toulouse III - Paul Sabatier,Université Toulouse III - Paul Sabatier,,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Toulouse III - Paul Sabatier'",participants_nontutelle;universities_at_start
Université Toulouse-I-Capitole,Université Toulouse-I-Capitole,,UNIV,False,,tutelles_raw_v2
Université Versailles Saint-Quentin-en-Yvelines,Université Versailles Saint-Quentin-en-Yvelines,0781944P,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Versailles Saint-Quentin-en-Yvelines'",universities_at_start
Université de Versailles Saint-Quentin-en-Yvelines,Université Versailles Saint-Quentin-en-Yvelines,0781944P,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Versailles Saint-Quentin-en-Yvelines'",participants_nontutelle;tutelles_raw_v2;universities_at_start
Université Paris 8 - Vincennes - Saint-Denis,Université Vincennes-Saint Denis Paris 8,0931827F,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Vincennes-Saint Denis Paris 8'",universities_at_start
Université Vincennes-Saint Denis Paris 8,Université Vincennes-Saint Denis Paris 8,0931827F,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université Vincennes-Saint Denis Paris 8'",universities_at_start
Université d'Evry-Val d'Essonne,Université d'Evry-Val d'Essonne,0911975C,UNIV,False,,participants_nontutelle;universities_at_start
Université de Bordeaux,Université de Bordeaux,0333298F,UNIV,False,,participants_nontutelle;tutelles_raw_v2;universities_at_start
Université de Bourgogne,Université de Bourgogne,0211237F,UNIV,False,,universities_at_start
Université de Bretagne Occidentale,Université de Bretagne Occidentale,0290346U,UNIV,False,,tutelles_raw_v2;universities_at_start
Université de Caen Normandie,Université de Caen Normandie,0141408E,UNIV,False,,universities_at_start
Université de Franche-Comté,Université de Franche-Comté,0251215K,UNIV,False,,universities_at_start
Université de Lille,Université de Lille,,UNIV,False,,tutelles_raw_v2
Université de Lille (EPE),Université de Lille (EPE),0597239Y,UNIV,False,,universities_at_start
Université de Lorraine,Université de Lorraine,0542493S,UNIV,False,,universities_at_start
Université de Montpellier,Université de Montpellier (EPE),0342490X,UNIV,False,manual override (S9b fix cycle): RNSR's own active-snapshot record for this structure lists its one tutelle twice under two spellings; mapped to the crosswalk's predecessor spelling 'Université de Montpellier (EPE)' -- see PHASE_C_REPORT.md 'S9b fix cycle' section for the CERSA/Montpellier detail,tutelles_raw_v2;universities_at_start
Université de Montpellier (EPE),Université de Montpellier (EPE),0342490X,UNIV,False,,universities_at_start
Université de Nantes,Université de Nantes,0440984F,UNIV,False,"protected: matches a dated rename/merger event in staged/university_merger_crosswalk.csv -- NOT merged, start-date semantics preserved (predecessor keeps its own name)",universities_at_start
Université de Picardie Jules Verne,Université de Picardie Jules Verne,,UNIV,False,,tutelles_raw_v2
Université de Poitiers,Université de Poitiers,0860856N,UNIV,False,,universities_at_start
Université de Rennes,Université de Rennes,,UNIV,False,,tutelles_raw_v2
Université de Rennes (EPE),Université de Rennes (EPE),0353074B,UNIV,False,,universities_at_start
Université de Rennes 1,Université de Rennes 1,0350936C,UNIV,False,,universities_at_start
Université de Technologie de Belfort-Montbéliard,Université de Technologie de Belfort-Montbéliard,0900424X,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université de Technologie de Belfort-Montbéliard'",universities_at_start
Université de technologie de Belfort-Montbéliard,Université de Technologie de Belfort-Montbéliard,0900424X,UNIV,False,"merged formatting/spelling variant of the same institution (accent/case/hyphen/word-order split, verified not crosswalk-protected); canonical spelling 'Université de Technologie de Belfort-Montbéliard'",universities_at_start
Université de Technologie de Compiègne,Université de Technologie de Compiègne,0601223D,UNIV,False,,universities_at_start
Université de Toulon,Université de Toulon,0830766G,UNIV,False,,tutelles_raw_v2;universities_at_start
Université de Toulouse EPE,Université de Toulouse EPE,0313218E,UNIV,False,,universities_at_start
Université François-Rabelais,Université de Tours,0370800U,UNIV,False,"uai_merged: RNSR UAI 0370800U shared with 'Université de Tours' -- same legal entity, active-vs-historical/formatting spelling variant only; verified not a crosswalk-protected dated identity split (S9a fix cycle finding 3)",universities_at_start
Université de Tours,Université de Tours,0370800U,UNIV,False,,universities_at_start
Université de Valenciennes et du Hainaut-Cambrésis,Université de Valenciennes et du Hainaut-Cambrésis,0593279U,UNIV,False,,universities_at_start
Université de la Guyane,Université de la Guyane,9730429D,UNIV,False,,participants_nontutelle
Université des Antilles,Université des Antilles,9710585J,UNIV,False,,universities_at_start
VetAgro Sup,VetAgro Sup,0690193K,AUT_ETAB,False,,other_etab_tutelles;participants_nontutelle
['CNRS' 'Collège de France' 'Inserm'],['CNRS' 'Collège de France' 'Inserm'],,OTHER,False,,tutelles_raw_v2
['CNRS' 'EHESS'],['CNRS' 'EHESS'],,OTHER,False,,tutelles_raw_v2
['CNRS' 'EPHE-PSL' 'INALCO' 'Sorbonne Nouvelle'],['CNRS' 'EPHE-PSL' 'INALCO' 'Sorbonne Nouvelle'],,OTHER,False,,tutelles_raw_v2
['CNRS' 'Observatoire de Paris - PSL' 'Sorbonne Université' 'LNE'],['CNRS' 'Observatoire de Paris - PSL' 'Sorbonne Université' 'LNE'],,OTHER,False,,tutelles_raw_v2
['CNRS' 'Sciences Po Paris'],['CNRS' 'Sciences Po Paris'],,OTHER,False,,tutelles_raw_v2
['CNRS' 'Sorbonne Université'],['CNRS' 'Sorbonne Université'],,OTHER,False,,tutelles_raw_v2
['INSERM' 'Sorbonne Université' 'CNRS'],['INSERM' 'Sorbonne Université' 'CNRS'],,OTHER,False,,tutelles_raw_v2
['INSERM' 'Université Paris Cité'],['INSERM' 'Université Paris Cité'],,OTHER,False,,tutelles_raw_v2
['Inserm' 'Université Claude Bernard Lyon 1'],['Inserm' 'Université Claude Bernard Lyon 1'],,OTHER,False,,tutelles_raw_v2
"['Institut national de la santé et de la recherche médicale (INSERM)'
 'Université Grenoble Alpes']","['Institut national de la santé et de la recherche médicale (INSERM)'
 'Université Grenoble Alpes']",,OTHER,False,,tutelles_raw_v2
[],[],,OTHER,False,,tutelles_raw_v2
École Centrale de Lille,École Centrale de Lille,,OTHER,False,,tutelles_raw_v2
École Française d'Extrême-Orient,École Française d'Extrême-Orient,,OTHER,False,,tutelles_raw_v2
École Normale Supérieure - PSL,École Normale Supérieure - PSL,,OTHER,False,,tutelles_raw_v2
École Supérieure des Sciences Économiques et Commerciales,École Supérieure des Sciences Économiques et Commerciales,,OTHER,False,,tutelles_raw_v2
École nationale de formation agronomique de Toulouse Auzeville,École nationale de formation agronomique de Toulouse Auzeville,,OTHER,False,,other_etab_tutelles;participants_nontutelle
École nationale supérieure de chimie de Lille,École nationale supérieure de chimie de Lille,0590311T,AUT_ETAB,False,,other_etab_tutelles
École nationale supérieure des techniques industrielles et des mines de Nantes,École nationale supérieure des techniques industrielles et des mines de Nantes,,OTHER,False,,other_etab_tutelles
